,tail_id,score,tail_label,relation
45,510,13.166252136230469,[target]:differentiates:[component],[action]:causes:[agent]
46,574,12.971992492675781,elevated in similar proportions/qualitative,[action]:causes:[agent]
47,599,12.320478439331055,raised/qualitative,[action]:causes:[agent]
48,603,12.092382431030273,rise and fall gradually/qualitative,[action]:causes:[agent]
49,215,11.9891357421875,[agent]:requires_monitoring:[condition],[action]:causes:[agent]
50,19,11.811210632324219,AST,[action]:causes:[agent]
51,126,11.713130950927734,SENT_7,[action]:causes:[agent]
52,593,11.552297592163086,normal or disproportionately lower than GGT/qualitative,[action]:causes:[agent]
53,144,11.421731948852539,[action]:recommends:[agent],[action]:causes:[agent]
54,171,11.064077377319336,[agent]:differentiates:[component],[action]:causes:[agent]
55,36,10.83820915222168,Alcoholic liver disease,[action]:causes:[agent]
56,132,10.687793731689453,Sensitivity,[action]:causes:[agent]
57,231,10.679704666137695,[biomarker]:not_reflects:[delta],[action]:causes:[agent]
58,584,10.67547607421875,less decrease/string,[action]:causes:[agent]
59,312,10.616006851196289,[condition]:requires_investigation:[threshold],[action]:causes:[agent]
60,325,10.568649291992188,[context]:observational:[condition],[action]:causes:[agent]
61,57,10.379264831542969,Drug-induced cholestasis,[action]:causes:[agent]
62,152,10.280879974365234,[action]:requires_monitoring:[target],[action]:causes:[agent]
63,393,10.178678512573242,[fact_arg->agent]:implies:[fact_arg->fact_arg->condition],[action]:causes:[agent]
64,309,10.10289192199707,[condition]:observed_in:[prevalence],[action]:causes:[agent]
65,34,9.896869659423828,Alcohol consumption without food,[action]:causes:[agent]
66,485,9.834333419799805,[fact_arg]:implies:[fact_arg->target],[action]:causes:[agent]
67,107,9.598543167114258,PSC,[action]:causes:[agent]
68,612,9.379976272583008,worsen,[action]:causes:[agent]
69,405,9.332723617553711,[fact_arg->condition]:implies:[fact_arg->agent],[action]:causes:[agent]
70,398,9.324108123779297,[fact_arg->agent]:implies:[fact_arg->threshold],[action]:causes:[agent]
71,326,9.003217697143555,[context]:observational:[delta],[action]:causes:[agent]
72,185,8.942155838012695,[agent]:level_increases:[target],[action]:causes:[agent]
73,370,8.886678695678711,[evidence_source]:diagnostic_for:[co_agent],[action]:causes:[agent]
74,561,8.772941589355469,antimitochondrial antibodies,[action]:causes:[agent]
75,128,8.718687057495117,SENT_9,[action]:causes:[agent]
76,324,8.433248519897461,[context]:observational:[agent],[action]:causes:[agent]
77,108,8.38471794128418,Pattern of enzymes,[action]:causes:[agent]
78,501,8.350509643554688,[target]:causes:[agent],[action]:causes:[agent]
79,364,8.26205825805664,[effect]:causes:[condition],[action]:causes:[agent]
80,397,8.255491256713867,[fact_arg->agent]:implies:[fact_arg->target],[action]:causes:[agent]
81,461,8.173347473144531,[fact_arg->target]:implies:[fact_arg->condition],[action]:causes:[agent]
82,402,8.16015625,[fact_arg->component]:implies:[fact_arg->target],[action]:causes:[agent]
83,356,7.983924388885498,[delta]:reflects:[target],[action]:causes:[agent]
84,41,7.87410306930542,Binge drinking,[action]:causes:[agent]
85,307,7.838449001312256,[condition]:observed_in:[biomarker],[action]:causes:[agent]
86,257,7.817489147186279,[co_agent]:precludes:[target],[action]:causes:[agent]
87,105,7.789541721343994,Oesophageal varices,[action]:causes:[agent]
88,484,7.679366588592529,[fact_arg]:implies:[fact_arg->fact_arg],[action]:causes:[agent]
89,391,7.500497341156006,[fact_arg->agent]:implies:[fact_arg->fact_arg->action],[action]:causes:[agent]
90,547,7.3446431159973145,[target]:requires_monitoring:[condition],[action]:causes:[agent]
91,578,7.327322483062744,imaging,[action]:causes:[agent]
92,479,7.18400239944458,[fact_arg]:implies:[fact_arg->fact_arg->action],[action]:causes:[agent]
93,494,7.1650872230529785,[prevalence]:observed_in:[biomarker],[action]:causes:[agent]
94,392,7.0084967613220215,[fact_arg->agent]:implies:[fact_arg->fact_arg->agent],[action]:causes:[agent]
95,373,7.001254558563232,[evidence_source]:observational:[agent],[action]:causes:[agent]
96,604,6.9623494148254395,scoring criteria,[action]:causes:[agent]
97,580,6.926971912384033,increase/string,[action]:causes:[agent]
98,545,6.85097074508667,[target]:requires_monitoring:[action],[action]:causes:[agent]
99,13,6.847497463226318,ALP,[action]:causes:[agent]
100,475,6.744555950164795,[fact_arg]:implies:[fact_arg->action],[action]:causes:[agent]
101,42,6.737609386444092,Blood analysis,[action]:causes:[agent]
102,53,6.709341526031494,Diagnosis of cirrhosis in NAFLD,[action]:causes:[agent]
103,224,6.632652759552002,[agent]:useful_for:[condition],[action]:causes:[agent]
104,415,6.618737697601318,[fact_arg->fact_arg->action]:implies:[fact_arg->fact_arg],[action]:causes:[agent]
105,583,6.568459987640381,intrahepatic biliary ducts,[action]:causes:[agent]
106,458,6.3242506980896,[fact_arg->target]:implies:[fact_arg->action],[action]:causes:[agent]
107,218,6.220180988311768,[agent]:role_in:[target],[action]:causes:[agent]
108,409,6.208273410797119,[fact_arg->condition]:implies:[fact_arg],[action]:causes:[agent]
109,37,6.112950801849365,American Association for Study of Liver Disease,[action]:causes:[agent]
110,469,6.042945384979248,[fact_arg->target]:implies:[fact_arg],[action]:causes:[agent]
111,80,5.9711222648620605,Investigation,[action]:causes:[agent]
112,58,5.931979656219482,Early identification of metabolic risk factors,[action]:causes:[agent]
113,121,5.918263912200928,SENT_2,[action]:causes:[agent]
114,98,5.830132961273193,Modification of metabolic risk factors,[action]:causes:[agent]
115,462,5.747779369354248,[fact_arg->target]:implies:[fact_arg->fact_arg->action],[action]:causes:[agent]
116,507,5.647462368011475,[target]:diagnostic_for:[condition],[action]:causes:[agent]
117,111,5.636397838592529,Primary Biliary Cirrhosis,[action]:causes:[agent]
118,313,5.616837024688721,[condition]:requires_monitoring:[action],[action]:causes:[agent]
119,281,5.568261623382568,[condition]:causes:[delta],[action]:causes:[agent]
120,54,5.391733646392822,Disease,[action]:causes:[agent]
121,127,5.304464817047119,SENT_8,[action]:causes:[agent]
122,79,5.282029628753662,Intrahepatic cholestasis,[action]:causes:[agent]
123,468,5.278353214263916,[fact_arg->target]:implies:[fact_arg->threshold],[action]:causes:[agent]
124,14,5.259536266326904,ALT,[action]:causes:[agent]
125,472,5.2236647605896,[fact_arg->threshold]:implies:[fact_arg->condition],[action]:causes:[agent]
126,575,5.073792934417725,fluctuate/qualitative,[action]:causes:[agent]
127,560,4.914638042449951,absence of either cholestatic liver enzyme levels or antimitochondrial antibodies/string,[action]:causes:[agent]
128,390,4.89307165145874,[fact_arg->agent]:implies:[fact_arg->condition],[action]:causes:[agent]
129,556,4.851680278778076,[target]:useful_for:[condition],[action]:causes:[agent]
130,555,4.8311848640441895,[target]:useful_for:[agent],[action]:causes:[agent]
131,131,4.677872180938721,Screening blood tests,[action]:causes:[agent]
132,67,4.602293491363525,GGT,[action]:causes:[agent]
133,134,4.472859859466553,Specificity,[action]:causes:[agent]
134,84,4.470726490020752,Liver disease,[action]:causes:[agent]
135,314,4.345865726470947,[condition]:requires_monitoring:[agent],[action]:causes:[agent]
136,452,4.329756259918213,[fact_arg->fact_arg]:implies:[fact_arg->fact_arg->agent],[action]:causes:[agent]
137,323,4.313442707061768,[context]:causes:[effect],[action]:causes:[agent]
138,394,4.267807483673096,[fact_arg->agent]:implies:[fact_arg->fact_arg->target],[action]:causes:[agent]
139,607,4.2052483558654785,transaminases,[action]:causes:[agent]
140,498,4.088607311248779,[suggested_condition]:suggests:[delta],[action]:causes:[agent]
141,168,3.9185051918029785,[agent]:diagnostic_for:[condition],[action]:causes:[agent]
142,196,3.8558897972106934,[agent]:observational:[delta],[action]:causes:[agent]
143,420,3.590752124786377,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg->condition],[action]:causes:[agent]
144,109,3.577547550201416,Pattern recognition,[action]:causes:[agent]
145,401,3.5588817596435547,[fact_arg->component]:implies:[fact_arg->condition],[action]:causes:[agent]
146,389,3.5492711067199707,[fact_arg->agent]:implies:[fact_arg->component],[action]:causes:[agent]
147,493,3.516007423400879,[outcome]:observational_association:[condition],[action]:causes:[agent]
148,528,3.420844078063965,[target]:observational:[agent],[action]:causes:[agent]
149,504,3.3931636810302734,[target]:component_of:[agent],[action]:causes:[agent]
150,138,3.3195137977600098,Vitamin B12 deficiency,[action]:causes:[agent]
151,559,3.279355049133301,[threshold]:requires_investigation:[target],[action]:causes:[agent]
152,557,3.2572827339172363,[threshold]:requires_investigation:[action],[action]:causes:[agent]
153,428,3.2426466941833496,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg->agent],[action]:causes:[agent]
154,610,3.1068453788757324,used to differentiate between cholestasis and hepatitis and aid diagnosis in mixed picture,[action]:causes:[agent]
155,64,3.05177640914917,Folate deficiency,[action]:causes:[agent]
156,46,2.9748072624206543,Choledocholithiasis,[action]:causes:[agent]
157,487,2.873694896697998,[literal]:indicator_of:[agent],[action]:causes:[agent]
158,133,2.7493252754211426,Single enzyme elevation,[action]:causes:[agent]
159,88,2.6763596534729004,Liver enzymes,[action]:causes:[agent]
160,5,2.6114706993103027,0.92/proportion,[action]:causes:[agent]
161,470,2.599750518798828,[fact_arg->threshold]:implies:[fact_arg->action],[action]:causes:[agent]
162,497,2.4014716148376465,[suggested_condition]:suggests:[biomarker],[action]:causes:[agent]
163,119,2.3475403785705566,SENT_14,[action]:causes:[agent]
164,207,2.346251964569092,[agent]:precludes:[co_agent],[action]:causes:[agent]
165,579,2.3177552223205566,implies,[action]:causes:[agent]
166,182,2.28950834274292,[agent]:indicator_of:[literal],[action]:causes:[agent]
167,377,2.2632174491882324,[evidence_source]:observational:[target],[action]:causes:[agent]
168,345,2.2388453483581543,[delta]:observational:[evidence_source],[action]:causes:[agent]
169,100,2.221710205078125,NASH,[action]:causes:[agent]
170,279,2.199014186859131,[component]:differentiates:[target],[action]:causes:[agent]
171,135,2.163949966430664,Transaminase,[action]:causes:[agent]
172,235,2.053894519805908,[biomarker]:observed_in:[delta],[action]:causes:[agent]
173,18,1.9527225494384766,ALT:ALP ratio <2,[action]:causes:[agent]
174,591,1.9222712516784668,may be normal/qualitative,[action]:causes:[agent]
175,256,1.8235878944396973,[co_agent]:precludes:[agent],[action]:causes:[agent]
176,155,1.7467517852783203,[agent]:associated_with:[target],[action]:causes:[agent]
177,448,1.7439007759094238,[fact_arg->fact_arg->threshold]:implies:[fact_arg->target],[action]:causes:[agent]
178,549,1.71510648727417,[target]:role_in:[condition],[action]:causes:[agent]
179,432,1.698218822479248,[fact_arg->fact_arg->condition]:implies:[fact_arg->target],[action]:causes:[agent]
180,51,1.6202030181884766,Current drinkers,[action]:causes:[agent]
181,467,1.5995736122131348,[fact_arg->target]:implies:[fact_arg->fact_arg],[action]:causes:[agent]
182,83,1.5875468254089355,Liver biopsy,[action]:causes:[agent]
183,285,1.5592155456542969,[condition]:diagnostic_for:[co_agent],[action]:causes:[agent]
184,435,1.4945378303527832,[fact_arg->fact_arg->target]:implies:[fact_arg->fact_arg->action],[action]:causes:[agent]
185,346,1.4702410697937012,[delta]:observational:[target],[action]:causes:[agent]
186,271,1.4484376907348633,[cohort]:observed_in:[delta],[action]:causes:[agent]
187,123,1.3583521842956543,SENT_4,[action]:causes:[agent]
188,588,1.351372241973877,liver enzymes,[action]:causes:[agent]
189,573,1.348750114440918,differentiating the site of biliary obstruction,[action]:causes:[agent]
190,298,1.3124804496765137,[condition]:observational:[agent],[action]:causes:[agent]
191,149,1.3043522834777832,[action]:requires_investigation:[threshold],[action]:causes:[agent]
192,423,1.2908387184143066,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg],[action]:causes:[agent]
193,396,1.2206368446350098,[fact_arg->agent]:implies:[fact_arg->fact_arg],[action]:causes:[agent]
194,194,1.1657490730285645,[agent]:observational:[condition],[action]:causes:[agent]
195,342,1.165590763092041,[delta]:observational:[condition],[action]:causes:[agent]
196,425,1.1512813568115234,[fact_arg->fact_arg->agent]:implies:[fact_arg],[action]:causes:[agent]
197,488,1.0520987510681152,[literal]:indicator_of:[target],[action]:causes:[agent]
198,343,1.020416259765625,[delta]:observational:[context],[action]:causes:[agent]
199,49,1.019127368927002,Cirrhosis,[action]:causes:[agent]
200,492,0.9829020500183105,[outcome]:observational_association:[agent],[action]:causes:[agent]
201,495,0.9822249412536621,[prevalence]:observed_in:[condition],[action]:causes:[agent]
202,120,0.9623289108276367,SENT_15,[action]:causes:[agent]
203,8,0.9583902359008789,<=1/ratio,[action]:causes:[agent]
204,48,0.946108341217041,Cholestatic picture,[action]:causes:[agent]
205,443,0.7669334411621094,[fact_arg->fact_arg->threshold]:implies:[fact_arg->fact_arg->action],[action]:causes:[agent]
206,534,0.7555599212646484,[target]:observational_association:[delta],[action]:causes:[agent]
207,457,0.7217936515808105,[fact_arg->fact_arg]:implies:[fact_arg],[action]:causes:[agent]
208,300,0.6067957878112793,[condition]:observational:[delta],[action]:causes:[agent]
209,437,0.5560832023620605,[fact_arg->fact_arg->target]:implies:[fact_arg->fact_arg->condition],[action]:causes:[agent]
210,299,0.5163183212280273,[condition]:observational:[context],[action]:causes:[agent]
211,418,0.49663782119750977,[fact_arg->fact_arg->agent]:implies:[fact_arg->agent],[action]:causes:[agent]
212,517,0.42963457107543945,[target]:improves:[agent],[action]:causes:[agent]
213,139,0.35149145126342773,Women,[action]:causes:[agent]
214,597,0.2595100402832031,preferential rise,[action]:causes:[agent]
215,595,0.25649118423461914,outperforms/string,[action]:causes:[agent]
216,336,0.24100303649902344,[delta]:causes:[target],[action]:causes:[agent]
217,358,0.1676344871520996,[delta]:suggests:[suggested_condition],[action]:causes:[agent]
218,27,0.1584186553955078,Admission to hospital,[action]:causes:[agent]
219,106,0.13431692123413086,PBC,[action]:causes:[agent]
220,301,0.13249683380126953,[condition]:observational:[evidence_source],[action]:causes:[agent]
221,102,0.10727500915527344,Non-alcoholic Fatty Liver Disease,[action]:causes:[agent]
222,35,0.045598506927490234,Alcohol intake (top two quartiles),[action]:causes:[agent]
223,330,0.045558929443359375,[criteria]:recommends:[agent],[action]:causes:[agent]
224,40,-0.0003685951232910156,Bilirubin,[action]:causes:[agent]
225,371,-0.05996370315551758,[evidence_source]:diagnostic_for:[condition],[action]:causes:[agent]
226,483,-0.16182947158813477,[fact_arg]:implies:[fact_arg->fact_arg->threshold],[action]:causes:[agent]
227,151,-0.19224786758422852,[action]:requires_monitoring:[condition],[action]:causes:[agent]
228,25,-0.26972436904907227,Absence of pyridoxal-5’-phosphate (vitamin B6),[action]:causes:[agent]
229,161,-0.3005671501159668,[agent]:causes:[condition],[action]:causes:[agent]
230,23,-0.3069443702697754,AST:ALT ratio >1.5,[action]:causes:[agent]
231,61,-0.32444000244140625,European Association for Study of the Liver,[action]:causes:[agent]
232,187,-0.3379817008972168,[agent]:not_diagnostic_for:[condition],[action]:causes:[agent]
233,159,-0.40421438217163086,[agent]:causes:[co_effect],[action]:causes:[agent]
234,85,-0.4227263927459717,Liver enzyme analysis,[action]:causes:[agent]
235,598,-0.681781530380249,pyridoxal-5’-phosphate (vitamin B6),[action]:causes:[agent]
236,348,-0.7298853397369385,[delta]:observational_association:[target],[action]:causes:[agent]
237,538,-0.7889411449432373,[target]:provides_information_on:[agent],[action]:causes:[agent]
238,255,-0.805854320526123,[co_agent]:observational:[delta],[action]:causes:[agent]
239,354,-0.807032585144043,[delta]:observed_in:[prevalence],[action]:causes:[agent]
240,590,-0.8150253295898438,markedly raised/qualitative,[action]:causes:[agent]
241,124,-0.8152644634246826,SENT_5,[action]:causes:[agent]
242,12,-0.8346056938171387,>2/ratio,[action]:causes:[agent]
243,318,-0.9083771705627441,[condition]:specificity_decreases:[agent],[action]:causes:[agent]
244,45,-0.9271721839904785,Cessation of alcohol intake,[action]:causes:[agent]
245,473,-0.9282820224761963,[fact_arg->threshold]:implies:[fact_arg->target],[action]:causes:[agent]
246,466,-1.075840950012207,[fact_arg->target]:implies:[fact_arg->fact_arg->threshold],[action]:causes:[agent]
247,416,-1.1842520236968994,[fact_arg->fact_arg->action]:implies:[fact_arg->target],[action]:causes:[agent]
248,167,-1.1918764114379883,[agent]:diagnostic_for:[co_agent],[action]:causes:[agent]
249,602,-1.1983563899993896,rise,[action]:causes:[agent]
250,506,-1.2765183448791504,[target]:diagnostic_for:[co_agent],[action]:causes:[agent]
251,28,-1.3802485466003418,Advanced fibrosis,[action]:causes:[agent]
252,303,-1.3808562755584717,[condition]:observational_association:[agent],[action]:causes:[agent]
253,241,-1.3958733081817627,[biomarker]:suggests:[suggested_condition],[action]:causes:[agent]
254,585,-1.4339942932128906,less rise than ALP,[action]:causes:[agent]
255,210,-1.4661870002746582,[agent]:recommends:[action],[action]:causes:[agent]
256,369,-1.534749984741211,[evidence_source]:diagnostic_for:[agent],[action]:causes:[agent]
257,430,-1.640289306640625,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg->threshold],[action]:causes:[agent]
258,192,-1.693056344985962,[agent]:observational:[co_agent],[action]:causes:[agent]
259,233,-1.7198541164398193,[biomarker]:observed_in:[cohort],[action]:causes:[agent]
260,417,-1.7615554332733154,[fact_arg->fact_arg->action]:implies:[fact_arg],[action]:causes:[agent]
261,404,-1.8407137393951416,[fact_arg->condition]:implies:[fact_arg->action],[action]:causes:[agent]
262,527,-1.8829827308654785,[target]:not_reflects:[delta],[action]:causes:[agent]
263,10,-1.9198055267333984,>1/ratio,[action]:causes:[agent]
264,282,-2.1831674575805664,[condition]:causes:[effect],[action]:causes:[agent]
265,572,-2.2103166580200195,differentiates,[action]:causes:[agent]
266,427,-2.223698854446411,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg->action],[action]:causes:[agent]
267,530,-2.363842010498047,[target]:observational:[context],[action]:causes:[agent]
268,368,-2.367037773132324,[effect]:observational:[delta],[action]:causes:[agent]
269,569,-2.411789655685425,decrease/string,[action]:causes:[agent]
270,242,-2.5017757415771484,[co_agent]:causes:[agent],[action]:causes:[agent]
271,353,-2.5264830589294434,[delta]:observed_in:[condition],[action]:causes:[agent]
272,22,-2.6848812103271484,AST:ALT ratio <1.5,[action]:causes:[agent]
273,541,-2.7738194465637207,[target]:requires:[agent],[action]:causes:[agent]
274,249,-2.8220207691192627,[co_agent]:enables:[outcome],[action]:causes:[agent]
275,43,-2.85516357421875,Body mass index,[action]:causes:[agent]
276,21,-2.8854336738586426,AST:ALT ratio,[action]:causes:[agent]
277,47,-2.898786783218384,Cholestatic disorder,[action]:causes:[agent]
278,113,-2.9030673503875732,Risk stratification,[action]:causes:[agent]
279,321,-3.2597761154174805,[condition]:useful_for:[target],[action]:causes:[agent]
280,238,-3.26702880859375,[biomarker]:reflects:[target],[action]:causes:[agent]
281,505,-3.293344020843506,[target]:diagnostic_for:[agent],[action]:causes:[agent]
282,419,-3.320801019668579,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg->action],[action]:causes:[agent]
283,97,-3.3480582237243652,Men,[action]:causes:[agent]
284,486,-3.377824068069458,[fact_arg]:implies:[fact_arg->threshold],[action]:causes:[agent]
285,438,-3.416090965270996,[fact_arg->fact_arg->target]:implies:[fact_arg->fact_arg->threshold],[action]:causes:[agent]
286,250,-3.474215269088745,[co_agent]:enables:[target],[action]:causes:[agent]
287,29,-3.4791505336761475,Age,[action]:causes:[agent]
288,213,-3.600353717803955,[agent]:requires:[target],[action]:causes:[agent]
289,9,-3.696258544921875,>1.12/ratio,[action]:causes:[agent]
290,558,-3.7545742988586426,[threshold]:requires_investigation:[condition],[action]:causes:[agent]
291,199,-3.757322072982788,[agent]:observational:[target],[action]:causes:[agent]
292,261,-3.7681896686553955,[co_effect]:causes:[agent],[action]:causes:[agent]
293,125,-3.8932480812072754,SENT_6,[action]:causes:[agent]
294,3,-3.8998732566833496,0.7/proportion,[action]:causes:[agent]
295,163,-3.929090738296509,[agent]:causes:[delta],[action]:causes:[agent]
296,481,-3.9848709106445312,[fact_arg]:implies:[fact_arg->fact_arg->condition],[action]:causes:[agent]
297,592,-4.019964694976807,non-histological indicators of cirrhosis,[action]:causes:[agent]
298,453,-4.060284614562988,[fact_arg->fact_arg]:implies:[fact_arg->fact_arg->condition],[action]:causes:[agent]
299,290,-4.068044662475586,[condition]:differentiates:[target],[action]:causes:[agent]
300,96,-4.080959796905518,Medical cholestasis,[action]:causes:[agent]
301,594,-4.08394718170166,other causes of liver disease excluded/string,[action]:causes:[agent]
302,387,-4.144751071929932,[fact_arg->action]:implies:[fact_arg],[action]:causes:[agent]
303,519,-4.179931163787842,[target]:indicator_of:[literal],[action]:causes:[agent]
304,60,-4.228232383728027,Enzyme ratios,[action]:causes:[agent]
305,445,-4.238903045654297,[fact_arg->fact_arg->threshold]:implies:[fact_arg->fact_arg->condition],[action]:causes:[agent]
306,351,-4.2708868980407715,[delta]:observed_in:[biomarker],[action]:causes:[agent]
307,434,-4.290038108825684,[fact_arg->fact_arg->target]:implies:[fact_arg->agent],[action]:causes:[agent]
308,337,-4.300256729125977,[delta]:not_reflects:[biomarker],[action]:causes:[agent]
309,211,-4.380085468292236,[agent]:recommends:[co_agent],[action]:causes:[agent]
310,247,-4.384458541870117,[co_agent]:diagnostic_for:[target],[action]:causes:[agent]
311,540,-4.432250022888184,[target]:reflects:[delta],[action]:causes:[agent]
312,335,-4.465117454528809,[delta]:causes:[effect],[action]:causes:[agent]
313,410,-4.569096565246582,[fact_arg->fact_arg->action]:implies:[fact_arg->agent],[action]:causes:[agent]
314,169,-4.573395729064941,[agent]:diagnostic_for:[evidence_source],[action]:causes:[agent]
315,606,-4.667446136474609,specificity_decreases,[action]:causes:[agent]
316,544,-4.693164825439453,[target]:requires_investigation:[threshold],[action]:causes:[agent]
317,422,-4.700082778930664,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg->threshold],[action]:causes:[agent]
318,537,-4.7819952964782715,[target]:precludes:[co_agent],[action]:causes:[agent]
319,328,-4.804720401763916,[context]:observational:[target],[action]:causes:[agent]
320,315,-4.847579002380371,[condition]:requires_monitoring:[target],[action]:causes:[agent]
321,447,-4.905824661254883,[fact_arg->fact_arg->threshold]:implies:[fact_arg->fact_arg],[action]:causes:[agent]
322,162,-4.960396766662598,[agent]:causes:[context],[action]:causes:[agent]
323,70,-4.96136474609375,Heavy-drinker,[action]:causes:[agent]
324,526,-4.967307090759277,[target]:not_reflects:[biomarker],[action]:causes:[agent]
325,386,-5.027333736419678,[fact_arg->action]:implies:[fact_arg->threshold],[action]:causes:[agent]
326,101,-5.16119384765625,No liver disease,[action]:causes:[agent]
327,91,-5.231250286102295,Magnetic Resonance Cholangiopancreatography,[action]:causes:[agent]
328,273,-5.241191387176514,[comparator]:greater_than:[agent],[action]:causes:[agent]
329,15,-5.25153112411499,ALT production,[action]:causes:[agent]
330,103,-5.263886451721191,Normal AST:ALT ratio <1,[action]:causes:[agent]
331,496,-5.277827262878418,[prevalence]:observed_in:[delta],[action]:causes:[agent]
332,523,-5.343332290649414,[target]:not_observed:[agent],[action]:causes:[agent]
333,474,-5.358497619628906,[fact_arg->threshold]:implies:[fact_arg],[action]:causes:[agent]
334,208,-5.360362529754639,[agent]:precludes:[target],[action]:causes:[agent]
335,407,-5.370247840881348,[fact_arg->condition]:implies:[fact_arg->target],[action]:causes:[agent]
336,596,-5.416834831237793,peaked rise >1000 I/U/quantitative,[action]:causes:[agent]
337,384,-5.480375289916992,[fact_arg->action]:implies:[fact_arg->condition],[action]:causes:[agent]
338,562,-5.534867763519287,assessed in conjunction with a thorough history and clinical examination,[action]:causes:[agent]
339,288,-5.5592217445373535,[condition]:differentiates:[agent],[action]:causes:[agent]
340,331,-5.635387420654297,[criteria]:recommends:[co_agent],[action]:causes:[agent]
341,429,-5.771963119506836,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg->target],[action]:causes:[agent]
342,270,-5.807002067565918,[cohort]:observed_in:[biomarker],[action]:causes:[agent]
343,444,-5.842862606048584,[fact_arg->fact_arg->threshold]:implies:[fact_arg->fact_arg->agent],[action]:causes:[agent]
344,339,-5.851808547973633,[delta]:observational:[agent],[action]:causes:[agent]
345,581,-5.854061126708984,increased (often)/qualitative,[action]:causes:[agent]
346,116,-5.86417293548584,SENT_11,[action]:causes:[agent]
347,92,-6.043942928314209,Management,[action]:causes:[agent]
348,220,-6.105274200439453,[agent]:specificity_decreases:[target],[action]:causes:[agent]
349,317,-6.157770156860352,[condition]:role_in:[target],[action]:causes:[agent]
350,600,-6.159992694854736,recent study,[action]:causes:[agent]
351,74,-6.22367000579834,Hepatobiliary source,[action]:causes:[agent]
